Date	Title	URL
23-Jun-2015	MacVoices #15139: AltConf - Mike Lee Talks About Diversity In The Developer Community	https://www.youtube.com/watch?v=pUaGClxU4Jg&feature=youtu.be
23-Jun-2015	Failure Is An Option	http://www.indecorous.com/failure/
23-Jun-2015	The Moth Presents Ophira Eisenberg: The Accident	https://www.youtube.com/watch?v=vt24Kj2MK_k
30-Jun-2015	How to Close Checks on Stage: The 3 Elements Every Demo Day Pitch Must Have	http://femgineer.com/2015/05/how-to-close-checks-on-stage-the-3-elements-every-demo-day-pitch-must-have/
30-Jun-2015	Musings About Speaking	https://medium.com/@brindelle/musings-about-speaking-43a6a933270e
30-Jun-2015	How to Cheat at Creating Great Presentations for Tech & Marketing Audiences	https://moz.com/rand/how-to-cheat-creating-great-presentations-tech-marketing-audiences/
30-Jun-2015	Conference submission achieved…	http://www.nerderypublic.com/archives/799
30-Jun-2015	8 ways Portland tech companies can follow through on diversity talk	http://www.bizjournals.com/portland/blog/techflash/2015/06/8-ways-tech-companies-can-follow-through-on.html?ana=twt
30-Jun-2015	Famous Speech Friday: Dame Stephanie Shirley at TED 2015	http://eloquentwoman.blogspot.co.uk/2015/05/famous-speech-friday-dame-stephanie.html
7-Jul-2015	Android Dialogs: Chet Haase + Tor Norbye	https://www.youtube.com/watch?v=h1nhqSPGwNA
7-Jul-2015	The Conference Manifesto	http://opinionator.blogs.nytimes.com/2015/05/04/the-conference-manifesto/?_r=0
7-Jul-2015	STAMPING FEET OR SOCIAL SWORD THE MORE THINGS CHANGE THE MORE THEY STAY THE SAME	http://www.emercoleman.com/blog/stamping-feet-or-social-sword-the-more-things-change-the-more-they-stay-the-same
7-Jul-2015	Technical Speaking Workshop with Damian Conway	http://www.web-goddess.org/archive/13325
7-Jul-2015	Just don’t do it	https://debuk.wordpress.com/2015/07/05/just-dont-do-it/
7-Jul-2015	Video: Badass: Making Users Awesome by Kathy Sierra	http://www.mindtheproduct.com/2015/07/video-badass-making-users-awesome-by-kathy-sierra/
14-Jul-2015	How I write talks	http://www.indecorous.com/writing_talks/
14-Jul-2015	What does your audience need?	https://rachelandrew.co.uk/archives/2015/06/09/what-does-your-audience-need/
14-Jul-2015	Leetspeak leading by example for female tech speakers	http://www.karolikl.com/2015/06/leetspeak-leading-by-example-for-female.html
14-Jul-2015	On unsolicited criticism	http://larahogan.me/blog/on-unsolicited-criticism/
14-Jul-2015	Speaker style bingo: 10 presentation anti-patterns	http://www.troyhunt.com/2015/06/speaker-style-bingo-10-presentation.html
14-Jul-2015	"Jenn Calaway ""Support our troops"" at Ignite Boulder 26"	https://www.youtube.com/watch?v=2R5ByU6l33E
21-Jul-2015	Breathing Is the Key to Persuasive Public Speaking	https://hbr.org/2015/06/breathing-is-the-key-to-persuasive-public-speaking
21-Jul-2015	My Path To Evangelism	http://trishagee.github.io/post/becoming_an_evangelist/
21-Jul-2015	Overcoming a Lifetime of Stage Fright	http://www.nytimes.com/2015/05/31/opinion/sunday/overcoming-a-lifetime-of-stage-fright.html?_r=1
21-Jul-2015	#PANELHACK FIXING THE “ALL MALE PANEL” PROBLEM AT THE OI15 CONFERENCE IN CARDIFF IN REAL-TIME	http://londoncalling.co/2015/05/fixing-the-all-male-panel-problem-at-the-oi15-conference-in-cardiff/
21-Jul-2015	Why You Should Find Female Speakers For Your Panel	https://www.linkedin.com/pulse/why-you-should-find-female-speakers-your-panel-miranda-bishop
21-Jul-2015	How we did Speaker Selection	http://sassconf.com/blog/posts/speaker-selection/
21-Jul-2015	@starkcoffee tweeted and… got a response with an invitation to speak	https://twitter.com/pytexas/status/621692957473636353
28-Jul-2015	Professional Technical Speaker Tips from Scott with Drew Robbins	http://www.hanselminutes.com/250/professional-technical-speaker-tips-from-scott-with-drew-robbins
28-Jul-2015	TIME TO GET UP ON STAGE – TIPS FROM A FIRST TIME SPEAKER	http://blog.cssconf.eu/2014/07/27/time-to-get-up-on-stage-tips-from-a-first-time-speaker/
28-Jul-2015	Radio shero @katiemingle of 99% Invisible crafted a lovely auto reply for listeners complaining about women's voices	https://twitter.com/WBJenna/status/619924533139668994
28-Jul-2015	New data shows only 25% of speakers at tech events are women	https://medium.com/startups-venture-capital/new-data-shows-only-25-of-speakers-at-tech-events-are-women-bd0578f28037
28-Jul-2015	Using panels and moderation as stepping stones to larger speaking gigs	http://www.moderatingpanels.com/2015/06/using-panels-and-moderation-as-stepping.html?
28-Jul-2015	Marketing Your Tech Talent (your own or... ) - Deirdré Straughan at Monktoberfest 2013	https://www.youtube.com/watch?v=KETNTI6GjYI
4-Aug-2015	The Four Lies of Storytelling	http://scottberkun.com/2015/the-four-lies-of-storytelling/
4-Aug-2015	Every Question In Every Q&A Session Ever	http://the-toast.net/2015/05/01/every-question-in-every-qa-session-ever/
4-Aug-2015	How I prepared for my first big conference talk at AnDevCon Boston	http://www.yprabhu.com/2015/08/how-i-prepared-for-my-first-big.html
4-Aug-2015	Dissecting a tech talk: How I topped the charts at NDC	http://www.troyhunt.com/2015/07/dissecting-tech-talk-how-i-topped.html
4-Aug-2015	Conferences That Pay Their Speakers	http://consthatpaytheirspeakers.org/
4-Aug-2015	Undefinable Me - Keila Banks #GirlsWhoCode	https://www.youtube.com/watch?v=xkTcSoQ-q5Q
12-Aug-2015	Uncomfortable Conversations about Money	http://www.catehuston.com/blog/2015/08/05/uncomfortable-conversations-about-money/
12-Aug-2015	Academic conferences. Who pays?	http://www.hannahdee.eu/blog/?p=1436
12-Aug-2015	Tweets from @ThisTechGirl	https://twitter.com/ThisTechGirl/status/626911610528002049
12-Aug-2015	On having things to say	http://www.sicpers.info/2015/07/on-having-things-to-say/
12-Aug-2015	Enjoy Yourself Because You Can't Change Anything Anyway: Immutable Data in the Real World	http://nerd.kelseyinnis.com/blog/2015/05/26/enjoy-yourself-because-you-cant-change-anything-anyway-immutable-data-in-the-real-world/
12-Aug-2015	The Disapproval Matrix	http://annfriedman.com/post/49152967734/in-my-ongoing-quest-for-the-perfect-framework-for
12-Aug-2015	Kerstin Caldwell @ Ignite Denver	https://www.youtube.com/watch?v=HwmZ07RmgSU
18-Aug-2015	TECHNICALLY SPEAKING – FROM CONFERENCE PROPOSAL TO SUBMIT	http://www.catehuston.com/blog/2015/08/17/technically-speaking-from-conference-proposal-to-submit/
18-Aug-2015	Droidcon NYC: 22% women speakers	http://blog.sqisland.com/2015/08/droidcon-nyc-22-percent-female-speakers.html
18-Aug-2015	HOW TO WRITE A GREAT TALK PROPOSAL FOR A TECH CONFERENCE	http://blog.cssconf.eu/2014/06/12/how-to-write-a-great-talk-proposal-for-a-tech/
18-Aug-2015	Confessions of a first time international speaker	https://medium.com/@lady_nerd/confessions-of-a-first-time-international-speaker-eb18da710791
18-Aug-2015	Mindy Kaling's Guide to Killer Confidence	http://www.glamour.com/entertainment/2015/08/mindy-kaling-guide-to-killer-confidence
18-Aug-2015	We Still Let Harassers Participate In Our Community	http://kovalc.in/2015/08/12/harassers.html
18-Aug-2015	Expert of Nothing - Jessie Char	https://vimeo.com/124384526
25-Aug-2015	When Fear Arises	http://www.onbeing.org/blog/when-fear-arises/7691
25-Aug-2015	Why child care at conferences is great	http://stormyscorner.com/2015/08/why-child-care-at-conferences-is-great.html
25-Aug-2015	Speaking at your event	https://rachelandrew.co.uk/about/speaking
25-Aug-2015	Famous Speech Friday: Elizabeth Warren on The Daily Show in 2009	http://eloquentwoman.blogspot.com/2015/08/famous-speech-friday-elizabeth-warren.html
25-Aug-2015	Lessons from a Code of Conduct	http://republicofquality.com/lessons-from-a-code-of-conduct/
25-Aug-2015	Scott McCloud: Understanding comics	https://www.youtube.com/watch?v=fXYckRgsdjI
1-Sep-2015	How To Present With Authority—Even When You Have None | Be Leaderly	http://www.beleaderly.com/how-to-present-with-authority/
1-Sep-2015	A Quick Guide to Public Speaking &#124; GeekGirlWeb	http://www.geekgirlweb.com/blog/2015/8/30/a-quick-guide-to-public-speaking
1-Sep-2015	Deprecate Keynote — Medium	https://medium.com/@jakeout/deprecate-keynote-78f0f09424dd
1-Sep-2015	Square Island: Speaker outreach: Your turn	http://blog.sqisland.com/2015/08/speaker-outreach-your-turn.html
1-Sep-2015	Panel Discussions and Dissent &laquo; Accidentally in Code	http://www.catehuston.com/blog/2015/08/31/panel-discussions-and-dissent/
1-Sep-2015	NSVideo	http://nsvideo.org/conference/nsconf7/duct-taping-the-gates-of-chaos-shut
8-Sep-2015	You literally cannot pay me to speak without a Code of Conduct - Rachel Nabors, award-winning cartoonist turned digital storyteller.	http://bit.ly/1O95Qc3
8-Sep-2015	Perpendicular Angel Design | Organizing and simplifying, one illumination at a time	http://www.perpendicularangel.com/
8-Sep-2015	Codes of Conduct and Worthless Manfeelings &laquo; Accidentally in Code	http://www.catehuston.com/blog/2015/09/02/code-of-conducts-and-worthless-manfeelings/
8-Sep-2015	When too many words in a slide can play in your favour. - Dev4Fun	http://bit.ly/1O9z1M6
8-Sep-2015	The Eloquent Woman: Reader Q&A: What if the audience already knows everything I have to say?	http://bit.ly/1NepIK2
15-Sep-2015	Show me the money: why women need to stop working for free | Women in Leadership | The Guardian	http://www.theguardian.com/women-in-leadership/2015/aug/24/show-me-the-money-why-women-need-to-stop-working-for-free
15-Sep-2015	Why you should give a talk | Modus laborandi	http://moduslaborandi.net/why-you-should-give-a-talk/
15-Sep-2015	The Eloquent Woman: Use a script or transcript to manage your speaking speed	http://eloquentwoman.blogspot.co.uk/2015/08/use-script-or-transcript-to-manage-your.html
15-Sep-2015	#TalkTips — @jaimeejaimee	http://www.jaimeejaimee.com/talktips/
15-Sep-2015	Speak Up, But But Not Too Loudly (with images, tweets) · corey_latislaw · Storify	https://storify.com/corey_latislaw/speak-up-but-but-not-too-loudly
22-Sep-2015	Peldi&#8217;s 15 Tips For Public Speaking – Life @ Balsamiq – Balsamiq	http://blogs.balsamiq.com/team/2015/09/11/public-speaking
22-Sep-2015	The Speakers&#039; Checklist &mdash; Training in the Open &mdash; Helping you create amazing learning experiences.	http://trainingintheopen.com/speakers-checklist.html
22-Sep-2015	Conference Speaking 101 | Organics and Binary	http://coreylatislaw.com/conference-speaking-101/
22-Sep-2015	The Eloquent Woman: 9 things to do with the video of your TED, TEDMED or TEDx talk	http://eloquentwoman.blogspot.co.uk/2013/08/9-things-to-do-with-video-of-your-ted.html
22-Sep-2015	Diversity Scholarships for ffconf	https://remysharp.com/2015/08/28/diversity-scholarships
22-Sep-2015	Developer Dana Crawford&#039;s Mantra: &#039;Take Me To Your Pigeons&#039; | CPR	http://bit.ly/1KwFHyZ
29-Sep-2015	Technically Speaking: Feel the Fear and Speak up Anyway - YouTube	https://www.youtube.com/watch?v=sTmkA2ewkmw&t=4m33s
29-Sep-2015	When a client doesn't pay — My OH SHIT Moment; Pushing Through The...	http://blog.justtelljulie.com/post/129512284492/my-oh-shit-moment-pushing-through-the
29-Sep-2015	The Female Perspective of Computer Science: Beyond the Code: A Day of Diversity and Inspiration	http://compscigail.blogspot.com/2015/09/beyond-code-day-of-diversity-and.html
29-Sep-2015	The Ratio of Women Speakers in Tech | Phil Sturgeon	https://philsturgeon.uk/feminism/2015/08/17/women-speaker-ratio-conversation-loop/
29-Sep-2015	Pronto! The CfP Helper	http://rdohms.github.io/pronto
29-Sep-2015	&quot;Hopelessness and Confidence in Distributed Systems Design&quot; by Camille Fournier - YouTube	https://www.youtube.com/watch?v=TlU1opuCXB0
29-Sep-2015	My Process: Writing a Talk — Medium	https://medium.com/@skamille/my-process-writing-a-talk-de55a870f2e7
6-Oct-2015	Square Island: How I prepared my keynote	http://blog.sqisland.com/2015/10/how-i-prepared-my-keynote.html
6-Oct-2015	NJL Heavy Industries, LLC	http://www.njl.us/essays/pycon-talks/
6-Oct-2015	Do Adults Need Conference Codes of Conducts? &larr; Terence Eden&#039;s Blog	https://shkspr.mobi/blog/2015/09/do-adults-need-conference-codes-of-conducts/
6-Oct-2015	Strangeloop 2015 | Serrandipity	http://neemserra.com/strangeloop-2015/
6-Oct-2015	Jesse Eisenberg Fields Kristen Stewart's Sexist Questions In An Awkward Interview That Makes a Point | Co.Create | creativity + culture + commerce	http://www.fastcocreate.com/3049509/jesse-eisenberg-fields-kristen-stewarts-sexist-questions-in-an-awkward-interview-that-makes-
13-Oct-2015	The Eloquent Woman: Are you hanging on one slide for dear life? 7 fixes	http://eloquentwoman.blogspot.com/2015/09/are-you-hanging-on-one-slide-for-dear.html
13-Oct-2015	The Stages of Fear	https://the-pastry-box-project.net/eric-a-meyer/2015-October-2
13-Oct-2015	A speech pathologist says men use upspeak and vocal fry, too -- and it can make them look less confident at work | Business Insider	http://www.businessinsider.com.au/men-use-upspeak-and-vocal-fry-too-2015-8
13-Oct-2015	Why developers should speak at meetups — Medium	https://medium.com/@stiebitzhofer/why-developers-should-speak-at-meetups-6dec5d101d16
13-Oct-2015	Metafoundry 48: Embarrassingly Parallel Problems	http://tinyletter.com/metafoundry/letters/metafoundry-48-embarrassingly-parallel-problems
13-Oct-2015	Keynote: How I Accidentally Used Open Source Ideology to Make a Bestselling Novel - YouTube	https://www.youtube.com/watch?v=evr4zNrAcEw
